word,phonotactic_probability,log_phonotactic_probability
an5uvfxmi1,3.230490281424347e-64,-146.19281203598862
andbriqe,2.204821435465182e-43,-98.22051247477279
avibe4urm,5.196586525586618e-57,-129.59934832800977
anfivrb149,4.326955315677381e-60,-136.69024144531318
amfuvn,3.7746494421044697e-31,-70.05183036744515
ajindr5f4v,5.1082133020295857e-54,-122.70874532595607
armiz4en,4.101508839579512e-49,-111.41531464104338
mynaqir9,8.501539116549834e-45,-101.47608196509216
anhwiz5vlf,1.1718977169066032e-46,-105.76028986264372
agrivelu59,4.847541594889251e-68,-154.9973146348084
adnmru15,1.416919767100597e-49,-112.47818421926783
govinaemr8,3.0384561286096777e-62,-141.64892623164445
apeinzkfd,4.150455750545077e-44,-99.89052594411666
clvfuerkm,7.0060256525971715e-34,-76.34112257551067
ahcli45r,3.185841898558464e-49,-111.66795297025631
tarfimldx,6.668280308160939e-37,-83.29828643895813
flidnake,1.4301349986390555e-43,-98.65339015428529
andljxrek,2.222869294090858e-39,-89.00201979059447
antifvbmu4e,1.1000365646699729e-65,-149.57268762475204
dricn5m4,1.8998624952443964e-43,-98.36937748611447
panumei,1.6641743220817445e-47,-107.71217027294173
an5uv1ei9,1.1397189397228352e-70,-161.05017482167656
advei4fz,9.651657373407006e-48,-108.2569548145708
cleabrnv,1.119003221915318e-29,-66.66252938822079
anie8qv,7.444286248840549e-47,-106.21405257904694
ch1inkv9am,2.7643356670459873e-50,-114.11245430867909
arilexumfd,9.224844107661149e-59,-133.6306201957634
afnumek58qz,8.088735138563249e-66,-149.88014376751644
rizel0u58m,7.589811694129199e-65,-147.64122426324585
bgnadur,8.088479486451012e-34,-76.19745239815076
artvixbn4ef,2.421353679511053e-58,-132.6656086381773
andbrkf,1.50004324392675e-23,-52.55396320188594
divanlepru,5.7001341887742e-55,-124.9016903982189
arefnum,9.222546730336412e-43,-96.78950778127582
aeduvfxi,2.3797216804839913e-54,-123.47261148180633
alemiunf9,4.288582566372937e-61,-139.0017343984012
avieum9n1,3.874091368581098e-67,-152.91889008081924
liend4zawf,6.528326521466184e-54,-122.4634443866606
agrimu9kfp8,7.6598690983302e-66,-149.93462124299137
aicedv4rl,1.3875319367305936e-51,-117.10431315885928
agr5il0t,1.0030141125249718e-48,-110.52107488451935
ahisnuf85,8.800904774746366e-61,-138.28283614112567
eintaml1,1.9507444612575428e-50,-114.4610435749803
alme2n1f4,4.81471395112068e-61,-138.88601403701836
a1ibmudln,6.967718460471219e-50,-113.18796681560798
cobfean,1.346846310667004e-38,-87.20046774035549
polevur,2.2007640482754976e-40,-91.31459912501971
arienv4xtu,3.475575003740497e-63,-143.81710092459426
anicfmvx,1.2929177252465043e-39,-89.54391715990243
rzeldunt,6.689039188178632e-32,-71.78225273108987
adnuf0ilt4,2.834349473011842e-63,-144.0210484105582
retivldxnh,1.4376282295732992e-40,-91.7404090268694
coaitfr9,1.6411056054548496e-46,-105.42354411335921
admiunkelv,4.416412365969891e-54,-122.85426733708825
elhu45f,1.872847093504224e-45,-102.98886940181337
gradezix9,2.3961346774761303e-54,-123.46573813370773
afide4mv,6.37056979073947e-51,-115.58015082801691
alniqu1,8.120860524430876e-50,-113.03481852522862
animubxvdf,3.300124399241593e-51,-116.23787957819452
alzuvx98fd,8.656567733747632e-56,-126.78644689924889
plzvftn5u,1.3994222493772551e-35,-80.25441878236205
gidn41a,2.7605377707772644e-45,-102.6009036794982
atnixv5m4u,2.297453975708863e-65,-148.83622950190156
alfun8e4,8.639028395101401e-57,-129.09106017843877
belcvrqun,4.872691158660458e-36,-81.30941696400366
kelviua9n,4.560972517011134e-53,-120.51947405662284
amfxcun,4.272142840673809e-34,-76.83577762421133
dfepl4r,9.152855566719881e-32,-71.46865706141553
apiefz5rk,1.2221813499412288e-52,-119.53378758174456
bfhi1ln,1.900469812810964e-31,-70.73803675730868
armefil9u,6.796926069197462e-61,-138.54122021130695
aetuliz9,1.1112615564697558e-59,-135.74702457933395
chevi4nam,5.307035835534688e-50,-113.46022119337609
gfhanil4,2.2056711295099104e-45,-102.82529735501885
ghanieu4md,3.074221593460538e-56,-127.82171347879154
berupi4qn,6.250752550021579e-50,-113.29655278519898
artevxml89,1.3727999541018158e-56,-128.627912791349
cnewm1z8i,1.488636237775777e-53,-121.63914950450905
anizrwf,3.5619445253514885e-37,-83.92534183005048
dizaunm4,9.18749729524015e-50,-112.911411079559
flient8v9,1.133180047006182e-49,-112.7016416755433
dliverkna,4.274542642738621e-45,-102.16365207222125
aicln9urt,1.3237194426293023e-48,-110.24363892999102
edislk5ta,2.8899001803340057e-55,-125.5809581528215
altecuf951,6.584886657897346e-69,-156.99359429370645
aricnumz8f,1.3422998423762146e-56,-128.65038076458325
hdn5ieb,1.0793239073345164e-38,-87.42189870039206
antuc8bki,2.422150285319346e-55,-125.75752442137608
aftelkvu,4.4066284455321845e-45,-102.13321931249408
albenkrd,2.2576473433813776e-33,-75.1709847962384
henidzlm5,1.3589099036062251e-44,-101.00706125486218
condemri8,4.5394628402920373e-51,-115.91903105475939
doelfrma,1.00014341773388e-39,-89.80067521931724
pderlamnt,3.66216101570041e-36,-81.59500993316614
alne54vri,1.0468070153119784e-59,-135.80677589332365
gzfd1mner,4.373315096959672e-39,-88.32529730183116
artinuwelm,1.5655013511895264e-55,-126.19397398978442
aribun9tv,6.8985558840438e-56,-127.01345311013557
anedrzm1,2.2285011874957543e-44,-100.51241484546594
ambijulr,1.7747023879720597e-43,-98.4375262586227
apfib95m,1.2113064864239691e-49,-112.63497003875422
adribnu8pv,2.508905560970788e-56,-128.02491858109798
apinfule,6.376197024315318e-53,-120.18443808674618
aetiunr4,1.5994945616457614e-57,-130.77766262029286
ameplunr1i,3.723403045873363e-63,-143.74822281123406
anveitlm5,4.1184127609974216e-52,-118.31895699874272
adblmin,3.4880049875655726e-32,-72.43339303984243
antub5zvj,2.459944765645502e-47,-107.32136047401758
adiumvnx,1.3912784956854058e-43,-98.68093589327214
gotsmrviu,4.864362790169991e-42,-95.12663817707269
renditz,9.641210551579447e-31,-69.11409120618697
gonvild,1.9851754212470244e-30,-68.39184550616272
modlnie,1.9455486029536906e-39,-89.1352746313944
iodev1f84,1.5404881857123454e-66,-151.53851676770722
apnireq,1.0200280326002976e-42,-96.68874379588992
arvincku,1.197149085938704e-46,-105.73897130924954
animex5r,2.7944168840068217e-54,-123.31197156509963
ednul4xfi,4.11289657097604e-57,-129.83322275858578
advinkurtmx5,1.8224595765146147e-62,-142.16008876121504
efpiz4ux,1.9284998378069862e-51,-116.77509732813338
arnc4fme,4.1286446993034083e-45,-102.19837999159034
afinrk1d,3.3369499908472904e-43,-97.80610178534795
adruvil1n,2.9538548954185926e-53,-120.95389886717015
epinalktzf,4.289501459220791e-49,-111.37049904049306
romdtfe,2.9607550971760005e-34,-77.20244882559686
adzumfcx9,5.1091970691180945e-50,-113.49821238716387
agbn2lfk,2.452492797118796e-37,-84.29854346528124
andfle9vkri,6.64629793750661e-56,-127.05070520914123
apfenzu4t,1.4507296414216606e-50,-114.7571880188525
alcnvfu5,5.53644418502413e-44,-99.60239164090723
brant45vmf,2.581729419550327e-43,-98.0626995067178
himsn5ja,9.517149540445037e-43,-96.7580636127957
golfni84mt,6.209832552543761e-51,-115.60570581127813
afcuirm,9.283009695813453e-40,-89.87521790487475
ceblunax,9.23446588560938e-43,-96.78821622264952
ldfunq1,1.2966423256141402e-32,-73.42294487904336
cna5ixf,2.949447730862538e-37,-84.11403049783102
aftsmuenr,2.4893674371793933e-42,-95.79654526884067
antvmexk8,4.597405888982244e-48,-108.9985922564693
joedafi4,5.5795278431432725e-55,-124.92307595778357
almdrikz,1.3848449260458948e-35,-80.26489008817491
alnut8r5f,1.116807161022319e-55,-126.53170624957691
denuirva,1.065456752101397e-49,-112.76326597427496
aflixvmr,2.4884127664972936e-38,-86.58658846972418
agrumf8l,1.4180153657234355e-42,-96.35931564150445
altenw2ir,6.419342414912696e-52,-117.87510915081826
delimwaf4,4.9440527645559594e-54,-122.74140962913748
gladminuf9,1.7893075461070296e-55,-126.06035141541423
amixln54r,8.787375521161278e-54,-122.16627893008597
gotenkuli4,3.042390668812338e-62,-141.6476321550519
agerif1,8.605966594335169e-51,-115.27938398995894
enftuxr,4.0514071153459593e-35,-79.19141399812713
goipakl,1.0333959249508801e-36,-82.86021295426399
milfnxqka,2.416452846458521e-39,-88.91851792781117
andwiblekt,6.235836677809406e-45,-101.78601642409608
al4useti,6.142647396442839e-60,-136.33984975835256
clnirkvu69,3.1487704942803113e-51,-116.28482768532928
anieb5mfu,2.1233957981002193e-61,-139.70467407389597
emaid5n89,1.2906079313587364e-67,-154.0180878586186
aerp1kqn,6.836073513191657e-43,-97.08894547971701
aeriv8un,3.6859594921650296e-55,-125.33764924513122
amenu15l4d9r,1.0346582155753459e-81,-186.4753213868344
altymfuxi,3.7037403389578495e-50,-113.81991143824882
glainmxrqd,1.582877129686696e-37,-84.7364042815372
bimealfkv,2.2536480825942795e-43,-98.19860872548709
blaz0mtkrq,3.962369653578733e-37,-83.81880619711325
netpiuf9,2.346289250025844e-50,-114.27641961209002
getfiln,4.850676588353335e-32,-72.10360477783641
ariful5vd,6.95017650111756e-54,-122.40082796657998
adnyix5u,1.0913196234336221e-51,-117.34445211501705
aequinrdj,5.109243591597246e-51,-115.80078837456526
findtpm2e,6.079740766769199e-44,-99.50878203371346
atenzi1,3.9484596573055604e-48,-109.15075892103121
doniarp,1.0820050054802321e-38,-87.41941772722315
adlie9xfr,3.639210216855012e-50,-113.83748796498725
ambd4qnir,1.917065682458115e-46,-105.26811855109979
alti9rn1df,3.223374838752445e-54,-123.16916612441233
ameifunz,9.658621034240014e-48,-108.2562335757582
ailerun9d,1.4641104350864733e-60,-137.77385773314637
azn8kvq,7.295095856339817e-36,-80.90586102589177
andme49flu,2.9717555820198706e-59,-134.76336760341067
hobinz41rt,4.9589856989782985e-50,-113.52805342605137
adfvimun,3.271575112364916e-45,-102.43105763005772
gelivn4x,1.0097376753177133e-43,-99.001468429034
andbeu4flw5,5.231735056415208e-61,-138.80294769882846
areibunm9f,8.003242458415721e-63,-142.9830140917579
advufikmb,1.3679477338296414e-45,-103.30301757252646
drivn8fu,3.3491296527964436e-43,-97.80245849179758
herzla,1.0257706559965858e-30,-69.0521086002269
andeim5rl,1.1227034452851751e-50,-115.0135150824748
aftsliun,2.86554040539161e-39,-88.74806167121486
alfzmv4,1.1231196977034069e-36,-82.776953090262
anme19rf,4.0584122376926194e-48,-109.12329264105006
ativl4n,1.6298839856601837e-41,-93.91747997491183
arenb8v41,8.257585105153497e-61,-138.34655848800037
agriventud,1.3268168933326234e-53,-121.75422716828655
aneurixz,6.576594106271161e-53,-120.15349293038376
cinatrv,9.99854921694451e-32,-71.38028297164584
bedvz5r4,3.941969029032479e-43,-97.6394786467078
abte9nmlk1pu,8.169595228445415e-69,-156.7779520525865
anfxiue5t,9.239129178139832e-57,-129.0239026642384
netmidv8rf,1.9201418024843718e-47,-107.56910033194703
elinm8a4ud,5.898607762550036e-66,-150.19589978699037
poilfvt85r,3.4586408857875947e-53,-120.79613422435973
anwil9e,6.2906712005250016e-49,-110.98760178254344
anvixk8um,5.7745373207322764e-52,-117.98096670011422
anierxk,1.81821153798355e-39,-89.2029652802548
defi9vrkx,1.1746493295201276e-43,-98.8501893386524
aflirmen,1.6501461564399654e-42,-96.20771004209979
anifu4et,1.7063779155529287e-55,-126.10780716870917
agenibr1t,4.31444423990046e-53,-120.57504140968618
ajfimvltn,2.4549769990703375e-38,-86.60011614158526
afri9nvze,1.0621338561070733e-51,-117.37155978628707
anlvxfim,1.214533248617814e-37,-85.00128859531078
albenfuti,6.91428452538442e-55,-124.70859062195379
ainlx4tmk,2.876007420009369e-45,-102.55992616490114
agfunw4m,3.0144404078605966e-44,-100.21032988148481
aefilru4nt,4.9274687688295405e-59,-134.25769506476112
avimle54x9,1.4885710016289844e-70,-160.78313990912687
andev5um1i,6.39814048457012e-68,-154.71977892473302
adenfrvl5,4.193648814332949e-46,-104.48534308400917
glaix4un,1.9845854318242067e-46,-105.23350423586564
adfinlemz,5.073379737246583e-45,-101.99232197437641
aneuwfzj,7.684988970158363e-47,-106.18223042897351
elicfvn,7.18451250753363e-36,-80.9211356791948
avme5n,1.2134235280101351e-37,-85.00220271428987
athinukvm,4.0313584457008005e-48,-109.12998106125497
hi5v8n,1.2100702788434508e-34,-78.09721472218678
roniteml,3.9145068132796856e-43,-97.64646965085603
aenufbxrv,2.116119481638184e-47,-107.47191539251568
dvrlneci,4.997453655774462e-36,-81.28413483391807
eliv2rfzn,2.9618238988270297e-47,-107.13569411011022
adlikmun,1.5496735914001808e-43,-98.57311467618263
atbimuev,2.821666579413913e-50,-114.09192695370771
aplieuvxr,9.446862117034595e-52,-117.48874220043335
bimswexl,9.314160557154013e-34,-76.0563572791259
enbidfqza,5.415221427783504e-49,-111.13745578553389
aln5dk8x,7.243900800756022e-46,-103.938754431786
ad5uvnx,2.9235730046120893e-40,-91.03059721979231
ionam8,4.189442405983575e-47,-106.78893172297256
jobiqn58,1.3307958611815689e-49,-112.54089240157376
adrivnet,1.1453739257291494e-43,-98.8754278423618
thinqfur,7.331716340125488e-35,-78.59826861348868
ae15vklu,1.0446864207094214e-54,-124.29587825716962
albeixvm4,2.3607639460218965e-55,-125.78319484207498
anfuirkdl,8.003512671562038e-43,-96.93127846948802
corexmi,2.1087966251357525e-42,-95.96245644079704
airexn8k,2.6000880008565306e-51,-116.47629445175839
ponav41ldf,5.351755591939327e-52,-118.0570001805852
reztfqxu,4.3961056699463354e-40,-90.62268464575996
arhinkfq,1.7352131736334246e-36,-82.3419330752868
afilevrn1,4.473906857807803e-55,-125.14391807037117
tvandef,4.5072940832894167e-32,-72.1770259838881
andm1fk,8.496787365540972e-33,-73.84561993374616
adv9ink,5.151263623753929e-39,-88.1615765783532
elciman1,1.151827222746226e-53,-121.8956603579139
airpnxt,5.376253023984129e-31,-69.69814621522887
amnuefixd51,1.1619420332545581e-73,-167.93861901670303
gnmeauxri,5.571002314334342e-51,-115.71426475623244
anzu9if5m,1.2045535203297999e-56,-128.75865623193226
banievxm,8.458866430088736e-42,-94.57335873282476
aenvl0i5,2.236863163346612e-54,-123.53452051075683
efmin5a89,1.4247741901680745e-65,-149.3140177064889
aflex1m4q,7.611530344789581e-55,-124.61251586646033
cream58ni,7.010463631432175e-57,-129.2999464632231
anz8xuv,2.5903889035963465e-42,-95.75676588548203
phift9n54,1.0201773517883231e-51,-117.41186325621226
klim9n4q,6.80166472217904e-42,-94.7914065114443
anexuri,4.487388117390715e-53,-120.53573910723861
adveui485,3.6405124902390652e-68,-155.28366185783528
adli54mu,8.970585424046672e-57,-129.05339936205436
afni9qml4uw,3.4616381322956348e-65,-148.42628911894442
arnuc84emx,3.657676808613977e-61,-139.1608624785085
bran9el1,5.96774904596157e-49,-111.04029974463032
agelf89u,3.844668812956746e-56,-127.59807774289033
etdiakn9,2.287285341829215e-52,-118.90705916156355
covenu4,3.483352009130949e-47,-106.97350431951881
idnsflze,1.3082810567507609e-34,-78.0191790566532
agniermfvd,1.4211701869537676e-46,-105.56743367015702
phnv45m,9.503573221001614e-32,-71.43105511939508
brivem4,5.6361072444038214e-40,-90.37421009744585
bem98vfl,2.2922191770417737e-40,-91.27388329849973
arin51ulqev,5.90443289461485e-71,-161.7078381957084
crednifxv9,3.46325994174778e-49,-111.58445923151541
btmaly9,4.070431387291536e-33,-74.58155908300223
agfir5e,1.8072529848103974e-49,-112.23486155223551
aperfnzm,4.7393471108181274e-35,-79.03457886890541
altgrimnx,5.286321995748293e-38,-85.83311080462502
afvudim,2.6715968331705416e-43,-98.02848264024344
izan52urt,3.3852651666887416e-57,-130.02791806156276
anfidw4,5.668195217198421e-42,-94.97370314252476
antuivk1x,9.75920737407271e-53,-119.75879874323014
artunxiv,9.498135468162834e-45,-101.36523367189753
anizlem4u,5.876022588561392e-62,-140.9893956631194
alfeuivmn,8.080100967653711e-50,-113.03985028125061
alvinrjx,7.083924775113716e-37,-83.2378203399
jlpvirt,2.0530863351345773e-25,-56.84528313453997
ametf81,6.5403492793109105e-49,-110.94867898604275
adicfrp,1.87462925669295e-33,-75.356897158696
adrvbm,1.4851500318892018e-24,-54.86652643313056
baigl4mdrn,5.015911340604388e-42,-95.09595877789361
jetuwapf,2.2775618313935392e-42,-95.88546840716579
badny4f5,2.142326937273692e-42,-95.94668131359097
alfier4und,2.7261693924741946e-58,-132.54703792273855
afr51lv,1.0645963147456487e-38,-87.43563785365608
alremin4u,2.0166290594635206e-62,-142.05884843062998
animzelvq,1.8916061411967456e-46,-105.28148799938175
avienkwu,2.696823569514571e-49,-111.83459493200058
afnulvjp,9.312991238749256e-39,-87.56940829398364
dituxreav,1.0390474652037919e-52,-119.69612044107123
adnvlri45,3.270791191922556e-51,-116.24680783233711
kenz48u,5.86747422759463e-44,-99.54431983540434
azinc5ulm,9.898187958735504e-52,-117.44207312977385
adfulinqr,1.1496632685551716e-45,-103.47686009518613
anzivupf5,7.011339314086977e-54,-122.3920662812368
anwemkvlx,4.1576610278387163e-39,-88.37586596354144
inft1ml8d,2.180585151772392e-45,-102.83673592570457
jetnxl15mu,2.4614807930032427e-54,-123.43883190445715
adepxlfm9,2.5015506536333186e-48,-109.60717366266934
rdesit4av,1.7186619129273861e-50,-114.58770861924333
ahmutivkd4,1.7254725873500753e-60,-137.6096046029994
glamenikd,1.7690659756854488e-44,-100.74329238178638
adnulvfi,8.876622139787572e-47,-106.03807827574613
dnetbizl,8.416415465753165e-35,-78.46029423383682
advimnufx1,1.083571158182966e-59,-135.77225827243805
anile9rvq,1.6764602915182745e-53,-121.52032532738627
adtumvf,1.4187195247452891e-37,-84.84589371911856
plifedta4,1.7827997136471688e-51,-116.8536547412258
adnuveli,1.4100565284122385e-53,-121.69338013402546
tdnsfva,7.090837069476628e-27,-60.210994113868274
mrevx541f,8.703610289925407e-51,-115.26810182726096
agelixrku,8.539756163754601e-57,-129.1026178455213
adiumwlr1x,4.1518008897351136e-58,-132.12639320420706
avidbemu,6.336235261702609e-53,-120.1907251439111
airczfxu,1.105643159808589e-46,-105.81848706700328
itehruva,4.9228134259018643e-54,-122.74571482007642
endifmr4,5.05120135973896e-45,-101.99670307671923
itnaz0f4,2.128997428108799e-53,-121.28135875080162
emitauvnx,6.6347420791786e-53,-120.14469013442468
hinfaskx,1.0043584833993092e-34,-78.28354414907845
anezvwilu,5.901468340314318e-57,-129.47214910947253
anixrvu,7.285470055208682e-45,-101.63044722345902
tomdiqln4a,3.495642916196655e-54,-123.0880777097779
anzvl5i9,2.648346227779382e-48,-109.55014908351458
adv8lur,2.918536346638756e-42,-95.6374916662892
armlvfqe,1.1048426118183458e-38,-87.3985306416921
anizecl4rqi,2.1076401592592066e-67,-153.52763231693197
nodilv4kret,2.461121198092813e-56,-128.04414818997216
bafinvz189,1.7337759149414235e-58,-132.99963375378482
cniva5b4,4.780974407913265e-49,-111.26202517995179
almeicnu,4.5324401215063416e-51,-115.92057929005645
nifelqrdva,2.9878812005100438e-46,-104.82434977011138
monevd1,1.3210853261646606e-41,-94.12753519720124
amwvif4t,1.819777699778202e-45,-103.01761483408242
adfulrixnb,1.8698430140641209e-50,-114.5034001720581
ageflin1,1.3037799733891658e-52,-119.4691571184863
avzi5wlu,1.7109293576670103e-52,-119.19738812879396
edflnr4,6.095649222285239e-35,-78.78290298033892
aveniuj54,1.7599118896276328e-66,-151.4053523925217
ameznuxf,5.186842929647508e-46,-104.2727890643562
agiulzfev,6.1750376110299244e-52,-117.91390986233984
animblek9,1.3275598208887254e-54,-124.05625248574344
agnulxmzitr,1.810128462746907e-49,-112.23327174005571
netvil51m,4.392711169803736e-52,-118.25447822068345
adnuvitr,2.3359077615093747e-43,-98.1627584202128
